id,Name (Institution or Individual),Startups,Investment Lists,LinkedIn Profile,Company (from Associated Startups),Investor Type,Startup Count,Contacts,Name (from Contacts),Notes
recYyZcRZmn6JpRj3,Elysium,['recHmtYpCHSxzL1Us'],"['SW+HW=Innovation (Robotics, Drones)']",,['Glacier'],Institutional Investors,1,,,
recZRxlUcF6biYJ2g,Gustaf Alstromer,['recJmjehtcAVatQK9'],"['Cognitive Thread (PLM, MBSE, DT)']",,['Dalus'],Individual,1,,,
recZkB90j9ibcu93j,Level One Fund,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],Institutional Investors,1,,,
reca0grz6AF6zjK5h,J Coffey Construction,['recJfn3i1mXRpsOYd'],['Bleeding Edge BIM (AEC/BIM)'],,['XYZ Reality'],Individual,1,,,
recb8qggYUzuOZUf8,Venture Stars,['recI8NXqAAZguDIaT'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Synera'],VC Fund,1,,,
reccd8AImhBNBdOgX,2 a.m. Ventures (2am VC),['recGQxKxcbMz6sG3q'],"['Knowledge Engineering (R&D, Learning)']",,['Kalam Labs'],VC Fund,1,,,
recdJ8e07K6uRWfl7,Mercury Fund,['recH1QeSuLuNioBVb'],"['Factory Futures (MES, IIOT)']",,['Sight Machine'],Institutional Investors,1,,,
receYqfgPE179kuyb,Prosperity7vc,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],VC Fund,1,,,
recefxg3c5nT4sYmK,Thom Ruhe,['recKnOW4X2UHALrbw'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['ExLattice'],Individual,1,,,
receiwPdprpSMCGB6,Translik,['recKIkbCIk4cyBuz7'],"['SW+HW=Innovation (Robotics, Drones)']",,['Formic'],Institutional Investors,1,,,
recerzqvQjQzKpCAN,Michigan eLab (eLab Venture Capital),['recH1QeSuLuNioBVb'],"['Factory Futures (MES, IIOT)']",,['Sight Machine'],VC Fund,1,,,
recf0CxXqBnuC1apl,Sparkasse Bremen,['recI8NXqAAZguDIaT'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Synera'],Individual,1,,,
recfAm1hhVAiI20Sn,Next Frontier Capital,['recGzMSIjZ4fXC5d0'],"['Factory Futures (MES, IIOT)']",,['TwinThread'],Institutional Investors,1,,,
recfe3P9XBIa2t2Mz,Overture,['recHmtYpCHSxzL1Us'],"['SW+HW=Innovation (Robotics, Drones)']",,['Glacier'],Institutional Investors,1,,,
recfhI3DVSfrYLysB,Matt Ocko,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],Individual,1,,,
recg953ZymCDezx2Z,Laurent Fiard,['recIRz74b6uQjGOjw'],"['Factory Futures (MES, IIOT)']",,['Fabera'],Individual,1,,,
recgYzCrn5pPxArAh,Orfin Ventures,['recH1QeSuLuNioBVb'],"['Factory Futures (MES, IIOT)']",,['Sight Machine'],VC Fund,1,,,
recgkcK154KnEVoVS,Cox Exponential,['recHmtYpCHSxzL1Us'],"['SW+HW=Innovation (Robotics, Drones)']",,['Glacier'],Individual,1,,,
recglmDRtUdre2TZs,Victor Chiang,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],Individual,1,,,
recgo6sRm4twFX1Qc,VSC Ventures,['recHmtYpCHSxzL1Us'],"['SW+HW=Innovation (Robotics, Drones)']",,['Glacier'],VC Fund,1,,,
rechtDqtvBuOGCbtH,Breyer Capital,['recGoyQ9xfjzQTH4a'],"['Factory Futures (MES, IIOT)']",,['Tulip Interfaces'],Institutional Investors,1,,,
rechtovrbLRPWtpW7,Ullas Naik,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],Individual,1,,,
rechvlpQjgxvp0MRy,TeamViewer,['recH1QeSuLuNioBVb'],"['Factory Futures (MES, IIOT)']",,['Sight Machine'],Institutional Investors,1,,,
reci2ML0HN7IZzGUy,Sierra Peterson,['recHmtYpCHSxzL1Us'],"['SW+HW=Innovation (Robotics, Drones)']",,['Glacier'],Individual,1,,,
recj1Vf0fIMDOfu3H,MFV Partners,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],Institutional Investors,1,,,
recjXZJz9i7NlAXYv,Michael Liou,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],Individual,1,,,
recjfo6fBzKlD7h9F,SBIR (U.S. Small Business Innovation Research),['recJfs7HcRGVNX6gl'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['CoreForm'],Institutional Investors,1,,,
reckDtEIbqumuu9xN,Ecosystem Integrity Fund,['recHmtYpCHSxzL1Us'],"['SW+HW=Innovation (Robotics, Drones)']",,['Glacier'],Institutional Investors,1,,,
reckPR22KRkTqWEpB,The Junction,['recKSy56EkCsVlWk5'],['Bleeding Edge BIM (AEC/BIM)'],,['Swapp'],Individual,1,,,
recl4T4toDKMpJMbh,One Small Planet,['recHmtYpCHSxzL1Us'],"['SW+HW=Innovation (Robotics, Drones)']",,['Glacier'],Individual,1,,,
reclGREMmJhZeE26f,Dr. E. Bora Uygun,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],Individual,1,,,
reclsPvFeBPhY3ma1,Pitango Venture Capital,['recGoyQ9xfjzQTH4a'],"['Factory Futures (MES, IIOT)']",,['Tulip Interfaces'],VC Fund,1,,,
recmKpIu8MvBEfLFW,Streamlined Ventures,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],VC Fund,1,,,
recnb0RUTTN2jelYz,NextEquity Partners,['recH1QeSuLuNioBVb'],"['Factory Futures (MES, IIOT)']",,['Sight Machine'],Institutional Investors,1,,,
recoBPlu99zuuIANJ,Force Ventures,['recGQxKxcbMz6sG3q'],"['Knowledge Engineering (R&D, Learning)']",,['Kalam Labs'],VC Fund,1,,,
recoU8nEd90G4W0Yl,Marc Benioff,['recGoyQ9xfjzQTH4a'],"['Factory Futures (MES, IIOT)']",,['Tulip Interfaces'],Individual,1,,,
recoWjT8vIMkUY0bJ,Technology Ventures (Itochu Technology Ventures),['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],VC Fund,1,,,
recozSWHDZ3OB6sT1,National Science Foundation (NSF) SBIR / America’s Seed Fund,['recKnOW4X2UHALrbw'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['ExLattice'],Institutional Investors,1,,,
recpjRXR2XEDKeQaQ,Karthee Madasamy,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],Individual,1,,,
recqNnQTCiTsyE3qi,Will Weisman,['recINiVhHsdyyTwwF'],['Design Intelligence (CAD)'],,['xNilio'],Individual,1,,,
recqnW4ZvV68ACcIT,Gideon Marks,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],Individual,1,,,
recr1D2907I1Rpxs7,Adam Smith,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],Individual,1,,,
recrdvEMq1OV0txhW,Jeff Hansen,['recGqfKFU0Lpu4DLB'],['Design Intelligence (CAD)'],,['Vectary'],Individual,1,,,
recs8yw6C0NBa0YGB,Hanwha,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],Institutional Investors,1,,,
recsIz2btI6JqFgE2,Steve Westly,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],Individual,1,,,
recsZ3rHK2Quj8Iyh,E.ON,['recH1QeSuLuNioBVb'],"['Factory Futures (MES, IIOT)']",,['Sight Machine'],Institutional Investors,1,,,
rect89oxHYk7y8KX0,Jaroslav Lupták,['recGqfKFU0Lpu4DLB'],['Design Intelligence (CAD)'],,['Vectary'],Individual,1,,,
rectjdrNvclPUDkVx,Richard Branson,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],Individual,1,,,
recu0XnoDSMAHZP1f,Manik Gupta,['recHmtYpCHSxzL1Us'],"['SW+HW=Innovation (Robotics, Drones)']",,['Glacier'],Individual,1,,,
recuJ5UtAccjDc0oW,Blackhorn,['recKIkbCIk4cyBuz7'],"['SW+HW=Innovation (Robotics, Drones)']",,['Formic'],Institutional Investors,1,,,
recuKdHPXrVAsl88M,Information Technology Ventures,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],VC Fund,1,,,
recuuYIOaTJkhO4fT,Lee Linden,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],Individual,1,,,
recv8Zbc3qdES1vZ8,Tikhon Bernstam,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],Individual,1,,,
recvOVthk8sAZsCZL,NC IDEA,['recKnOW4X2UHALrbw'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['ExLattice'],Individual,1,,,
recvicPwkythZluaD,YCP,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],Institutional Investors,1,,,
recwBCqKPBF5Jwh0z,Concrete VC,['recKSy56EkCsVlWk5'],['Bleeding Edge BIM (AEC/BIM)'],,['Swapp'],Individual,1,,,
recwIgZDKjr6PaxaB,Optimas Capital,['recJfn3i1mXRpsOYd'],['Bleeding Edge BIM (AEC/BIM)'],,['XYZ Reality'],Institutional Investors,1,,,
recwbau4ay46hgON5,Next Level Ventures,['recJrupp3Cu9gTu7Y'],['Design Intelligence (CAD)'],,['Vertex'],VC Fund,1,,,
recyBnpHv6hFmF598,Octopus Ventures,['recJfn3i1mXRpsOYd'],['Bleeding Edge BIM (AEC/BIM)'],,['XYZ Reality'],VC Fund,1,,,
recyCqkxC7RsgvtVG,John Frankel,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],Individual,1,,,
recyaoA3RWKICHKre,Jonathan Mueller,['recI2fwxWSPbBTVQZ'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Rescale'],Individual,1,,,
recylAgRA6jCvHQ8y,Huron River Ventures,['recH1QeSuLuNioBVb'],"['Factory Futures (MES, IIOT)']",,['Sight Machine'],VC Fund,1,,,
rec13bY03V8C5M2Mz,Eric Engineer,['recMTewdnv14V4xxC'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['ControlRooms.ai'],Individual,1,,,
rec1FHr8s2a37h4yE,Philippe Bouaziz,['recNM69VGQYACPQ7X'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['MaterialsZone'],Individual,1,,,
rec1SJwfZGasSnY2S,Altitude Accelerator,['recP5koyD8aQgd6XJ'],"['Cognitive Thread (PLM, MBSE, DT)']",,['AI Materia'],Institutional Investors,1,,,
rec1bJsoHvbjQ5UVL,small sponsorships,['recNSckcX0MNmwMgz'],"['Knowledge Engineering (R&D, Learning)']",,['LycheeAI'],Institutional Investors,1,,,
rec2gZLLSucv0xTcc,Kevin Scott,['recRRukGbM2kMf1Rt'],['Design Intelligence (CAD)'],,['Backflip AI'],Individual,1,,,
rec3py4B84QcOGajc,Chicago Ventures,['recLcHLI6ctm2EU6C'],['Bleeding Edge BIM (AEC/BIM)'],,['GreenLite'],VC Fund,1,,,
rec4iAO1JhZMrDDcf,Blum Ventures,['recN5GrpTpcQxBVpu'],['Bleeding Edge BIM (AEC/BIM)'],,['Optimuse'],VC Fund,1,,,
rec4xg8TTyyFlEasA,Richard Jhang,['recMTewdnv14V4xxC'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['ControlRooms.ai'],Individual,1,,,
rec4zbQMTXeAiUHYO,TechVision Fund (lead),['recNVBrzf6uzsOjpz'],['Bleeding Edge BIM (AEC/BIM)'],,['Specter Automation'],Institutional Investors,1,,,
rec57YPz5s4FkOHQL,National Center for Defense Manufacturing and Machining (NCDMM).,['recM90ZDwemYnmoTf'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Dyndrite'],Institutional Investors,1,,,
rec5sLX6NLa9X2u2o,Portfolion Capital Partners,['recOnQV0syPIpZx6p'],['Design Intelligence (CAD)'],,['Leopoly'],Institutional Investors,1,,,
rec6ezgUALQamul7N,TLV Partners,['recQoXmyNVs9mxBao'],"['Factory Futures (MES, IIOT)']",,['Laminar'],Institutional Investors,1,,,
rec81AWEnmGH0kDXM,Mazda,['recMzat5xO51CvZHr'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Secondmind'],Institutional Investors,1,,,
rec9cU31wvIltryF4,ASTM International,['recM90ZDwemYnmoTf'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Dyndrite'],Institutional Investors,1,,,
rec9vLqhsC7Gktpr0,Learn Capital,['recPMYc4qw7IPboXO'],"['Knowledge Engineering (R&D, Learning)']",,['Merlyn for Education'],Institutional Investors,1,,,
recAJJwV23RUPgxwA,Trust Ventures,['recLcHLI6ctm2EU6C'],['Bleeding Edge BIM (AEC/BIM)'],,['GreenLite'],VC Fund,1,,,
recAzccBaN3fHfeWA,PAWAO,['recNVBrzf6uzsOjpz'],['Bleeding Edge BIM (AEC/BIM)'],,['Specter Automation'],Institutional Investors,1,,,
recB7WuG5x7G9cbZW,i.d.e.a. Fund,['recP5koyD8aQgd6XJ'],"['Cognitive Thread (PLM, MBSE, DT)']",,['AI Materia'],Institutional Investors,1,,,
recBV7ddQrSzLjXot,UTokyo Innovation Platform (Tokyo University IPC),['recNHMUKBX1nbYoBr'],"['Knowledge Engineering (R&D, Learning)']",,"['TopoLogic, Inc']",Institutional Investors,1,,,
recCwF3OJLQ900JyE,Niels Nielsen,['recL43YEluUQiUjKs'],"['Cognitive Thread (PLM, MBSE, DT)']",,['CELUS'],Individual,1,,,
recD0qoPZG64f4yKE,Singularity University Ventures,['recQyC01VNanWsPfv'],"['Factory Futures (MES, IIOT)']",,['Authentise'],VC Fund,1,,,
recDKfsrz0fc9AZ68,LiveOak Ventures,['recLcHLI6ctm2EU6C'],['Bleeding Edge BIM (AEC/BIM)'],,['GreenLite'],VC Fund,1,,,
recDgHBlSkgx1YdQe,Escalate Capital Partners,['recMK7aXJCora1LQB'],"['Factory Futures (MES, IIOT)']",,['Paperless Parts'],Institutional Investors,1,,,
recESLAtzXI7546Ow,Japan Science and Technology Agency (JST),['recNHMUKBX1nbYoBr'],"['Knowledge Engineering (R&D, Learning)']",,"['TopoLogic, Inc']",Institutional Investors,1,,,
recF7FCkwBGmUBpnS,America Makes,['recM90ZDwemYnmoTf'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Dyndrite'],Institutional Investors,1,,,
recFQPxyGdkQQaPWr,Sir Peter Bonfield,['recL43YEluUQiUjKs'],"['Cognitive Thread (PLM, MBSE, DT)']",,['CELUS'],Individual,1,,,
recGxXPkKAn1EnyKL,xdeck Ventures,['recNVBrzf6uzsOjpz'],['Bleeding Edge BIM (AEC/BIM)'],,['Specter Automation'],VC Fund,1,,,
recGyoIcqjxMHqhVJ,Digital Industrialist,['recQyC01VNanWsPfv'],"['Factory Futures (MES, IIOT)']",,['Authentise'],Institutional Investors,1,,,
recHoOLOKr32fIjlJ,Andy Fine,['recOa5jGO59v66DRe'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Key Ward'],Individual,1,,,
recI68gKDl73mev85,Alpha Square Group,['recMTewdnv14V4xxC'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['ControlRooms.ai'],Institutional Investors,1,,,
recI7uFu06DobRPCv,Eurostars,['recQyC01VNanWsPfv'],"['Factory Futures (MES, IIOT)']",,['Authentise'],Institutional Investors,1,,,
recIYZVhGUjkI4JJ2,Frst Statkraft Ventures,['recLUY2U34akfaLna'],['Streamlined Supply Chain (SCM)'],,['Flowlity'],VC Fund,1,,,
recIyac7PsWeQom3S,Paul Gojenola,['recL43YEluUQiUjKs'],"['Cognitive Thread (PLM, MBSE, DT)']",,['CELUS'],Individual,1,,,
recJSQhmnTW2ayW0F,Prashant Shukla,['recMTewdnv14V4xxC'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['ControlRooms.ai'],Individual,1,,,
recJbQzrlZACGZnc7,Wellstreet,['recOa5jGO59v66DRe'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Key Ward'],Institutional Investors,1,,,
recMVdxPJmtpIhmzo,The House Fund,['recM90ZDwemYnmoTf'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Dyndrite'],Institutional Investors,1,,,
recNBajCY8CtUywO7,Tokio Marine Future Fund,['recMTewdnv14V4xxC'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['ControlRooms.ai'],Institutional Investors,1,,,
recNcV5fxzC0Y5tdg,Edouard Lété,['recOa5jGO59v66DRe'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Key Ward'],Individual,1,,,
recNlpbY1BvEfYDNz,53 Stations,['recLcHLI6ctm2EU6C'],['Bleeding Edge BIM (AEC/BIM)'],,['GreenLite'],Institutional Investors,1,,,
recNyFLD2U937d6kh,Koenraad Crooijmans,['recL43YEluUQiUjKs'],"['Cognitive Thread (PLM, MBSE, DT)']",,['CELUS'],Individual,1,,,
recOJfoGtZLf5U9uF,Beijing Yonghui Ruijin Venture Capital,['recRosbPrcxJNsPFd'],"['Factory Futures (MES, IIOT)']",,['TDEngine'],VC Fund,1,,,
recOVEU3EWdhWDCJ1,Future Capital,['recRosbPrcxJNsPFd'],"['Factory Futures (MES, IIOT)']",,['TDEngine'],Institutional Investors,1,,,
recPkJ5b5dOePLlrB,SentinelOne,['recQoXmyNVs9mxBao'],"['Factory Futures (MES, IIOT)']",,['Laminar'],Institutional Investors,1,,,
recPl3BOX0BQPYkDC,GTM Fund,['recMTewdnv14V4xxC'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['ControlRooms.ai'],Institutional Investors,1,,,
recPmRaHHh6YkYs2Q,Solus Capital,['recOnQV0syPIpZx6p'],['Design Intelligence (CAD)'],,['Leopoly'],Institutional Investors,1,,,
recQQEEJSzYrKaRs7,Rich Miner,['recRRukGbM2kMf1Rt'],['Design Intelligence (CAD)'],,['Backflip AI'],Individual,1,,,
recQh0T6QNVFMFQYR,Sarona Ventures,['recNM69VGQYACPQ7X'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['MaterialsZone'],VC Fund,1,,,
recQpLPh9UyGGgCMS,Bowery Capital,['recPPOzMr1dAojMoq'],"['Cognitive Thread (PLM, MBSE, DT)']",,['Allspice.io'],Institutional Investors,1,,,
recRTff5l9SK1LPO6,Uniper UK pilot,['recOIFJQqwBMz02qx'],"['Factory Futures (MES, IIOT)']",,['MatAlytics'],Institutional Investors,1,,,
recRsCSRCagr7gIEB,RenderedVC,['recLM8Lu34emUSmwq'],"['Cognitive Thread (PLM, MBSE, DT)']",,['DGG - The 3D Pipeline Company'],VC Fund,1,,,
recScytez6p326Zru,Novard,['recNM69VGQYACPQ7X'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['MaterialsZone'],Institutional Investors,1,,,
recSxVAP8xmwaJVn8,Matrix Partners China,['recRosbPrcxJNsPFd'],"['Factory Futures (MES, IIOT)']",,['TDEngine'],Institutional Investors,1,,,
recTo6rLcZsi2IA36,Tinicum Venture Partners,['recMK7aXJCora1LQB'],"['Factory Futures (MES, IIOT)']",,['Paperless Parts'],VC Fund,1,,,
recUL2j9ZuaOWd3kr,Commonwealth Capital Ventures (Elliot Katzman),['recMK7aXJCora1LQB'],"['Factory Futures (MES, IIOT)']",,['Paperless Parts'],VC Fund,1,,,
recUguvWcpRV8TSvX,Dorm Room Fund,['recRZ0XMSHOnlgKnc'],['Design Intelligence (CAD)'],,['Plasticity'],Institutional Investors,1,,,
recUyhXGxM5D4KGM6,Carl‑Peter Forster,['recL43YEluUQiUjKs'],"['Cognitive Thread (PLM, MBSE, DT)']",,['CELUS'],Individual,1,,,
recVmEYcMLHLcKIij,Rothenberg Ventures,['recOnQV0syPIpZx6p'],['Design Intelligence (CAD)'],,['Leopoly'],VC Fund,1,,,
recXLMuBNCXI8R7bw,YouTube,['recNSckcX0MNmwMgz'],"['Knowledge Engineering (R&D, Learning)']",,['LycheeAI'],Institutional Investors,1,,,
recXqkrj4t0gCc9uf,Manzi Fund,['recRosbPrcxJNsPFd'],"['Factory Futures (MES, IIOT)']",,['TDEngine'],Institutional Investors,1,,,
recXtv27HxBGK9BMp,B37 Ventures,['recQyC01VNanWsPfv'],"['Factory Futures (MES, IIOT)']",,['Authentise'],VC Fund,1,,,
recYfns79PeckLhBV,GingerBread Capital,['recPPOzMr1dAojMoq'],"['Cognitive Thread (PLM, MBSE, DT)']",,['Allspice.io'],Institutional Investors,1,,,
reca4EZLggZ5rVQKX,Japan Material Technologies,['recNHMUKBX1nbYoBr'],"['Knowledge Engineering (R&D, Learning)']",,"['TopoLogic, Inc']",Individual,1,,,
recaoldTihbrzHwe4,Martina Koederitz,['recL43YEluUQiUjKs'],"['Cognitive Thread (PLM, MBSE, DT)']",,['CELUS'],Individual,1,,,
recasojOyBKbuCR6G,Energize Capital,['recLcHLI6ctm2EU6C'],['Bleeding Edge BIM (AEC/BIM)'],,['GreenLite'],Institutional Investors,1,,,
recbxCn57ln4RByvy,Ashish Vaswani,['recRRukGbM2kMf1Rt'],['Design Intelligence (CAD)'],,['Backflip AI'],Individual,1,,,
recc6eAZqTLROCRaz,Dr. Dieter Lederer,['recL43YEluUQiUjKs'],"['Cognitive Thread (PLM, MBSE, DT)']",,['CELUS'],Individual,1,,,
recdzN4dVUAzeh4Zc,Patrick Yang,['recMTewdnv14V4xxC'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['ControlRooms.ai'],Individual,1,,,
recfWUL4wh39FfRNt,JMTC Capital,['recNHMUKBX1nbYoBr'],"['Knowledge Engineering (R&D, Learning)']",,"['TopoLogic, Inc']",Institutional Investors,1,,,
recgTEZR9AFmGWNbZ,SBI Investment,['recNHMUKBX1nbYoBr'],"['Knowledge Engineering (R&D, Learning)']",,"['TopoLogic, Inc']",Individual,1,,,
recgnnaHbB65IFzV3,Bryan Rosenblatt,['recLcHLI6ctm2EU6C'],['Bleeding Edge BIM (AEC/BIM)'],,['GreenLite'],Individual,1,,,
rechMTlkZcGPI6QXU,Zillionize,['recRZ0XMSHOnlgKnc'],['Design Intelligence (CAD)'],,['Plasticity'],Institutional Investors,1,,,
recizoIXyG9DMkzgg,Eric Saint Frison,['recOa5jGO59v66DRe'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['Key Ward'],Individual,1,,,
recjghk5sRDl2dC2L,seed+speed,['recN5GrpTpcQxBVpu'],['Bleeding Edge BIM (AEC/BIM)'],,['Optimuse'],Institutional Investors,1,,,
reck4lITiGAmtVvXC,Sal Churi,['recLcHLI6ctm2EU6C'],['Bleeding Edge BIM (AEC/BIM)'],,['GreenLite'],Individual,1,,,
reck5uaTf1VLxmFkq,IRIS,['recLM8Lu34emUSmwq'],"['Cognitive Thread (PLM, MBSE, DT)']",,['DGG - The 3D Pipeline Company'],Institutional Investors,1,,,
reckJHovmC618IH4T,Sir John Rose,['recL43YEluUQiUjKs'],"['Cognitive Thread (PLM, MBSE, DT)']",,['CELUS'],Individual,1,,,
recl1l0Ibl2zZkxep,Daniel Aronovitz,['recNM69VGQYACPQ7X'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['MaterialsZone'],Individual,1,,,
recmDVNKR1kYuh9uF,FTTF,['recLM8Lu34emUSmwq'],"['Cognitive Thread (PLM, MBSE, DT)']",,['DGG - The 3D Pipeline Company'],Institutional Investors,1,,,
recn6zDOWzAp1zyPo,Warren Green,['recNM69VGQYACPQ7X'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['MaterialsZone'],Individual,1,,,
recnjrReGKTmreJtb,Shilling VC,['recNVBrzf6uzsOjpz'],['Bleeding Edge BIM (AEC/BIM)'],,['Specter Automation'],Individual,1,,,
recoFih2WFEGuJDYd,Paul Irving,['recMTewdnv14V4xxC'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['ControlRooms.ai'],Individual,1,,,
recpf2bUGN5sH3Qtp,Solo,['recNSckcX0MNmwMgz'],"['Knowledge Engineering (R&D, Learning)']",,['LycheeAI'],Institutional Investors,1,,,
recqNXBqMmQUVdINz,Brian Keil,['recMTewdnv14V4xxC'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['ControlRooms.ai'],Individual,1,,,
recqYEYuL86C7fLxy,Angel Capital Management,['recQyC01VNanWsPfv'],"['Factory Futures (MES, IIOT)']",,['Authentise'],Angel,1,,,
recrXvNCZmVOQaUTz,Horizon 2020,['recQyC01VNanWsPfv'],"['Factory Futures (MES, IIOT)']",,['Authentise'],Institutional Investors,1,,,
recrrLJQf6sJTiIxP,DI Capital,['recL43YEluUQiUjKs'],"['Cognitive Thread (PLM, MBSE, DT)']",,['CELUS'],Institutional Investors,1,,,
recrv8U1EnDvteZey,Mark Weissman,['recNM69VGQYACPQ7X'],"['Extreme Analysis (CAE, CFD, FEA, QC)']",,['MaterialsZone'],Individual,1,,,
recsb7MX6rWeN05PC,Schema Ventures,['recOOY8ZiCpUQuxnh'],"['Adaptive Manufacturing (AM, CAM, CNC)']",,['Neuramill'],VC Fund,1,,,
recsnUQzkqf3CceYg,Index Capital,['recRosbPrcxJNsPFd'],"['Factory Futures (MES, IIOT)']",,['TDEngine'],Institutional Investors,1,,,
rect5ug3lygoBqRQw,K4 Forum Mumbai Network,['recRZ0XMSHOnlgKnc'],['Design Intelligence (CAD)'],,['Plasticity'],Individual,1,,,
recuNMOxvHrjnLkED,Almaz Capital,['recNVBrzf6uzsOjpz'],['Bleeding Edge BIM (AEC/BIM)'],,['Specter Automation'],Institutional Investors,1,,,
recuWG2VuroyeIsN3,Daiwa Corporate Investment,['recNHMUKBX1nbYoBr'],"['Knowledge Engineering (R&D, Learning)']",,"['TopoLogic, Inc']",Individual,1,,,
recuf1w1qTuFt2bjg,StratMinds,['recMTewdnv14V4xxC'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['ControlRooms.ai'],Institutional Investors,1,,,
recujlc7v4w6KBNGM,Benchstrength,['recPPOzMr1dAojMoq'],"['Cognitive Thread (PLM, MBSE, DT)']",,['Allspice.io'],Institutional Investors,1,,,
recvWi29b4bNGVl07,OpenView Venture Partners,['recMK7aXJCora1LQB'],"['Factory Futures (MES, IIOT)']",,['Paperless Parts'],VC Fund,1,,,
recvXBEcDOk8WRDlU,Noetic Psychedelic Fund,['recPMYc4qw7IPboXO'],"['Knowledge Engineering (R&D, Learning)']",,['Merlyn for Education'],Institutional Investors,1,,,
recxdBAAQ8flCSJvd,L'ATTITUDE Ventures,['recPPOzMr1dAojMoq'],"['Cognitive Thread (PLM, MBSE, DT)']",,['Allspice.io'],VC Fund,1,,,
recxnJMFzyLuEbyyM,Patreon,['recNSckcX0MNmwMgz'],"['Knowledge Engineering (R&D, Learning)']",,['LycheeAI'],Institutional Investors,1,,,
recxrLnr22wkYoYL9,Yuto Nash Nakanishi,['recMTewdnv14V4xxC'],"['Augmented Operations (MOM, CMMS, AR/VR, SLM)']",,['ControlRooms.ai'],Individual,1,,,
