Name (Institution or Individual),Startups,Startup Count,Investment Lists,LinkedIn Profile,Email,Notes,Contacts,Investor Type
US Department of Energy,"polySpectra (neThing.xyz),Authentise,CoreForm,Intact Solutions",4,"""Knowledge Engineering (R&D, Learning)"",""Factory Futures (MES, IIOT)"",""Extreme Analysis (CAE, CFD, FEA, QC)"",""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Prelude Ventures,"polySpectra (neThing.xyz),Sense,Citrine Informatics,Augmenta",4,"""Knowledge Engineering (R&D, Learning)"",Bleeding Edge BIM (AEC/BIM),""Cognitive Thread (PLM, MBSE, DT)"",Bleeding Edge BIM (AEC/BIM)",,,,,VC Fund
Congruent Ventures,"polySpectra (neThing.xyz),Alloy Enterprises,Machina Labs,Pico MES",4,"""Knowledge Engineering (R&D, Learning)"",""SW+HW=Innovation (Robotics, Drones)"",""SW+HW=Innovation (Robotics, Drones)"",""Factory Futures (MES, IIOT)""",,,,,VC Fund
Radical Ventures,"Poka Labs,Covariant (acquired by Amazon Robotics in 2024),Acerta,P-1 AI",4,"Streamlined Supply Chain (SCM),""Factory Futures (MES, IIOT)"",""Factory Futures (MES, IIOT)"",Design Intelligence (CAD)",,,,,VC Fund
Intel Capital,"Common Sense Machines,Mech-Mind Robotics,LandingAI,OnScale (aquired by ANSYS in 2022)",4,"Design Intelligence (CAD),""SW+HW=Innovation (Robotics, Drones)"",""Augmented Operations (MOM, CMMS, AR/VR, SLM)"",""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
"Founders, Inc.","MecAgent,Womp,Axial Composites,Carbon",4,"Design Intelligence (CAD),Design Intelligence (CAD),""Adaptive Manufacturing (AM, CAM, CNC)"",""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
FJ Labs,"Morphorm,Formic,ControlRooms.ai,Cusp AI",4,"Design Intelligence (CAD),""SW+HW=Innovation (Robotics, Drones)"",""Augmented Operations (MOM, CMMS, AR/VR, SLM)"",""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Menlo Ventures,"OpenSpace,Sana (acquired by Workday in 2025),Squint,JuliaHub",4,"Bleeding Edge BIM (AEC/BIM),""Knowledge Engineering (R&D, Learning)"",""Factory Futures (MES, IIOT)"",""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,VC Fund
Root Ventures,"Instrumental,Allspice.io,Dusty Robotics,nTop",4,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)"",""Cognitive Thread (PLM, MBSE, DT)"",""SW+HW=Innovation (Robotics, Drones)"",Design Intelligence (CAD)",,,,,VC Fund
Pritzker Group Venture Capital,"Augmentir,Sight Machine,Augury,SpecRight",4,"""Factory Futures (MES, IIOT)"",""Factory Futures (MES, IIOT)"",""SW+HW=Innovation (Robotics, Drones)"",Streamlined Supply Chain (SCM)",,,,,VC Fund
Haystack,"Womp,SysGit,nTop,Nominal",4,"Design Intelligence (CAD),""Cognitive Thread (PLM, MBSE, DT)"",Design Intelligence (CAD),""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
GV (formerly Google Ventures),"Desktop Metal (acquired by Nano Dimension in 2025),Gravity Sketch,Overview AI,Physna",4,"""Adaptive Manufacturing (AM, CAM, CNC)"",Design Intelligence (CAD),""Augmented Operations (MOM, CMMS, AR/VR, SLM)"",Design Intelligence (CAD)",,,,,VC Fund
Spark Capital,"Boltline,Synera,Lumafield,Higharc",4,"""Extreme Analysis (CAE, CFD, FEA, QC)"",""Extreme Analysis (CAE, CFD, FEA, QC)"",""SW+HW=Innovation (Robotics, Drones)"",Bleeding Edge BIM (AEC/BIM)",,,,,Institutional Investors
M12,"Rescale,Higharc,Acerta,etalytics",4,"""Extreme Analysis (CAE, CFD, FEA, QC)"",Bleeding Edge BIM (AEC/BIM),""Factory Futures (MES, IIOT)"",""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Tiger Global,"Laminar,Built Robotics,nTop,Physna",4,"""Factory Futures (MES, IIOT)"",""SW+HW=Innovation (Robotics, Drones)"",Design Intelligence (CAD),Design Intelligence (CAD)",,,,,Individual
Speedinvest,"CELUS,Shapr3D,ARX Robotics,Emmi AI",4,"""Cognitive Thread (PLM, MBSE, DT)"",Design Intelligence (CAD),""SW+HW=Innovation (Robotics, Drones)"",""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
HV Capital,"SPREAD,Cybus,ARX Robotics,Hyperganic",4,"""Cognitive Thread (PLM, MBSE, DT)"",""Factory Futures (MES, IIOT)"",""SW+HW=Innovation (Robotics, Drones)"",Design Intelligence (CAD)",,,,,Institutional Investors
Bain Capital Ventures,"CoFactr,MaintainX,Bench,Vention",4,"Streamlined Supply Chain (SCM),""Augmented Operations (MOM, CMMS, AR/VR, SLM)"",Design Intelligence (CAD),""SW+HW=Innovation (Robotics, Drones)""",https://www.linkedin.com/in/daankakebeeke/,,Daan Kakebeeke,Daan Kakebeeke,VC Fund
Lockheed Martin Ventures,"Machina Labs,Alloy Enterprises,CloudNC,nTop",4,"""SW+HW=Innovation (Robotics, Drones)"",""SW+HW=Innovation (Robotics, Drones)"",""Adaptive Manufacturing (AM, CAM, CNC)"",Design Intelligence (CAD)",,,,,Individual
Liquid 2 Ventures,"NavierAI,Zoo,Hestus,Boltline",4,"""Extreme Analysis (CAE, CFD, FEA, QC)"",Design Intelligence (CAD),Design Intelligence (CAD),""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,VC Fund
Schematic Ventures,"CognaSIM,InfinitForm,CVector,P-1 AI",4,"""Extreme Analysis (CAE, CFD, FEA, QC)"",Design Intelligence (CAD),""Augmented Operations (MOM, CMMS, AR/VR, SLM)"",Design Intelligence (CAD)",,,,,VC Fund
MaC Venture Capital,"Epsilon3,Atomic Industries,Violet Labs,Boltline",4,"""Factory Futures (MES, IIOT)"",""SW+HW=Innovation (Robotics, Drones)"",""Cognitive Thread (PLM, MBSE, DT)"",""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Inc.,"MecAgent,Womp,Axial Composites,Carbon",4,"Design Intelligence (CAD),Design Intelligence (CAD),""Adaptive Manufacturing (AM, CAM, CNC)"",""Factory Futures (MES, IIOT)""",,,,,
Siemens,"rhobot.ai,PhysicsX,Dyndrite",3,"""Factory Futures (MES, IIOT)"",""Extreme Analysis (CAE, CFD, FEA, QC)"",""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Institutional Investors
D. E. Shaw Group,"Dive CAE,Neural Concept,MaintainX",3,"""Extreme Analysis (CAE, CFD, FEA, QC)"",""Extreme Analysis (CAE, CFD, FEA, QC)"",""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Individual
Standard Investments,"PhysicsX,HighByte,Fictiv (Acquired by MISUMI in 2025)",3,"""Extreme Analysis (CAE, CFD, FEA, QC)"",""Factory Futures (MES, IIOT)"",""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Toyota Ventures,"Common Sense Machines,Boltline,Atomic Industries",3,"Design Intelligence (CAD),""Extreme Analysis (CAE, CFD, FEA, QC)"",""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
Exposition Ventures,"OpsMate,HighByte,AMESA (formerly Composabl)",3,"""Factory Futures (MES, IIOT)"",""Factory Futures (MES, IIOT)"",""Factory Futures (MES, IIOT)""",,,,,VC Fund
8VC,"Uncountable,Parallel Fluidics,Atomic Industries",3,"""Cognitive Thread (PLM, MBSE, DT)"",""Knowledge Engineering (R&D, Learning)"",""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
Thomas Wolf (Hugging Face),"Morphorm,MecAgent,Cusp AI",3,"Design Intelligence (CAD),Design Intelligence (CAD),""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Hoxton Ventures,"Giraffe,XYZ Reality,Cusp AI",3,"Bleeding Edge BIM (AEC/BIM),Bleeding Edge BIM (AEC/BIM),""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Spider Capital,"CoLab,Smartex.ai,Imubit",3,"""Cognitive Thread (PLM, MBSE, DT)"",""Factory Futures (MES, IIOT)"",""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Institutional Investors
Point Nine Capital,"Aletiq,Plans,Shapr3D",3,"""Cognitive Thread (PLM, MBSE, DT)"",Bleeding Edge BIM (AEC/BIM),Design Intelligence (CAD)",,,,,Institutional Investors
LBBW Venture Capital,"3YOURMIND,Specter Automation,Threedy",3,"""Factory Futures (MES, IIOT)"",Bleeding Edge BIM (AEC/BIM),Design Intelligence (CAD)",,,,,VC Fund
UVC Partners,"Tanso,Synera,3YOURMIND",3,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)"",""Extreme Analysis (CAE, CFD, FEA, QC)"",""Factory Futures (MES, IIOT)""",,,,,VC Fund
Stage Venture Partners,"First Resonance,SysGit,Epsilon3",3,"""Factory Futures (MES, IIOT)"",""Cognitive Thread (PLM, MBSE, DT)"",""Factory Futures (MES, IIOT)""",,,,,VC Fund
BPI (Bpifrance),"SP3D,Cognyx,Dessia",3,"""Adaptive Manufacturing (AM, CAM, CNC)"",""Cognitive Thread (PLM, MBSE, DT)"",""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Lerer Hippeau,"Augmentir,Augury,P-1 AI",3,"""Factory Futures (MES, IIOT)"",""SW+HW=Innovation (Robotics, Drones)"",Design Intelligence (CAD)",,,,,Individual
BlackRock,"OpenSpace,Bright Machines,Guidewheel",3,"Bleeding Edge BIM (AEC/BIM),""SW+HW=Innovation (Robotics, Drones)"",""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Amazon Web Services,"Matrac,Optimuse,Violet Labs",3,"""Cognitive Thread (PLM, MBSE, DT)"",Bleeding Edge BIM (AEC/BIM),""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Village Global,"First Resonance,Epsilon3,P-1 AI",3,"""Factory Futures (MES, IIOT)"",""Factory Futures (MES, IIOT)"",Design Intelligence (CAD)",,,,,Individual
Flybridge Capital Partners,"Nextmv,Alloy Enterprises,Allspice.io",3,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)"",""SW+HW=Innovation (Robotics, Drones)"",""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Riot Ventures,"Desktop Metal (acquired by Nano Dimension in 2025),Alloy Enterprises,Duro (acquired by Altium 2025)",3,"""Adaptive Manufacturing (AM, CAM, CNC)"",""SW+HW=Innovation (Robotics, Drones)"",""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Point72 Ventures,"Boltline,Swapp,Atomic Industries",3,"""Extreme Analysis (CAE, CFD, FEA, QC)"",Bleeding Edge BIM (AEC/BIM),""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
University of Michigan,"Boltline,Rescale,Atomic Industries",3,"""Extreme Analysis (CAE, CFD, FEA, QC)"",""Extreme Analysis (CAE, CFD, FEA, QC)"",""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Intel Ignite,"Geminus.ai,Software Defined Automation,CELUS",3,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)"",""Factory Futures (MES, IIOT)"",""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Hitachi Ventures,"Rescale,Makersite Gmbh,CVector",3,"""Extreme Analysis (CAE, CFD, FEA, QC)"",""Cognitive Thread (PLM, MBSE, DT)"",""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,VC Fund
Baukunst,"Software Defined Automation,Five Flute,Motif",3,"""Factory Futures (MES, IIOT)"",Design Intelligence (CAD),Bleeding Edge BIM (AEC/BIM)",,,,,Institutional Investors
Initialized Capital,"Formic,Rescale,Arena",3,"""SW+HW=Innovation (Robotics, Drones)"",""Extreme Analysis (CAE, CFD, FEA, QC)"",Design Intelligence (CAD)",,,,,Institutional Investors
TransLink Capital,"Rescale,LionsBot,Makersite Gmbh",3,"""Extreme Analysis (CAE, CFD, FEA, QC)"",Bleeding Edge BIM (AEC/BIM),""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Transpose Platform Management,"Tellia,BQP,RevisionDojo",3,"""Factory Futures (MES, IIOT)"",""Extreme Analysis (CAE, CFD, FEA, QC)"",""Knowledge Engineering (R&D, Learning)""",,,,,Individual
Jeff Immelt,"Glacier,Built Robotics,MaintainX",3,"""SW+HW=Innovation (Robotics, Drones)"",""SW+HW=Innovation (Robotics, Drones)"",""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Individual
Ted Persson,"Vectary,Generative Vision,Sana (acquired by Workday in 2025)",3,"Design Intelligence (CAD),Design Intelligence (CAD),""Knowledge Engineering (R&D, Learning)""",,,,,Individual
UK Research and Innovation,"Authentise,Voxshell,Planarific",3,"""Factory Futures (MES, IIOT)"",""Extreme Analysis (CAE, CFD, FEA, QC)"",Bleeding Edge BIM (AEC/BIM)",,,,,Institutional Investors
OSS Ventures,"Flowlity,Fabriq,Cognyx",3,"Streamlined Supply Chain (SCM),""Factory Futures (MES, IIOT)"",""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Matterwave Ventures,"Optimuse,Threedy,Dessia",3,"Bleeding Edge BIM (AEC/BIM),Design Intelligence (CAD),""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Innovation Endeavors,"Machina Labs,Citrine Informatics,IntuitgenceAI",3,"""SW+HW=Innovation (Robotics, Drones)"",""Cognitive Thread (PLM, MBSE, DT)"",""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Building Ventures,"Built Robotics,Higharc,Hypar",3,"""SW+HW=Innovation (Robotics, Drones)"",Bleeding Edge BIM (AEC/BIM),Bleeding Edge BIM (AEC/BIM)",,,,,VC Fund
Presidio Ventures (Sumitomo),"Built Robotics,ToffeeX,Citrine Informatics",3,"""SW+HW=Innovation (Robotics, Drones)"",""Extreme Analysis (CAE, CFD, FEA, QC)"",""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Yamaha Motor Ventures,"Machina Labs,InfinitForm,Volcano Platform",3,"""SW+HW=Innovation (Robotics, Drones)"",Design Intelligence (CAD),""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,VC Fund
Saudi Aramco Energy Ventures (Aramco Ventures),"ConXtech,3YOURMIND,Desktop Metal (acquired by Nano Dimension in 2025)",3,"Bleeding Edge BIM (AEC/BIM),""Factory Futures (MES, IIOT)"",""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,VC Fund
Atomico,"CloudNC,PhysicsX,CADDi",3,"""Adaptive Manufacturing (AM, CAM, CNC)"",""Extreme Analysis (CAE, CFD, FEA, QC)"",Design Intelligence (CAD)",,,,,Institutional Investors
Mitsubishi,"Litmus,Formic,Rescale",3,"""Factory Futures (MES, IIOT)"",""SW+HW=Innovation (Robotics, Drones)"",""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
Tony Fadell,"Gravity Sketch,Lumafield,Smartex.ai",3,"Design Intelligence (CAD),""SW+HW=Innovation (Robotics, Drones)"",""Factory Futures (MES, IIOT)""",,,,,Individual
Union Square Ventures,"SimScale,Viam,CAD as Code",3,"""Extreme Analysis (CAE, CFD, FEA, QC)"",""Factory Futures (MES, IIOT)"",Design Intelligence (CAD)",,,,,VC Fund
Molten Ventures,"SimScale,Sana (acquired by Workday in 2025),HiveMQ",3,"""Extreme Analysis (CAE, CFD, FEA, QC)"",""Knowledge Engineering (R&D, Learning)"",""Factory Futures (MES, IIOT)""",,,,,VC Fund
Antler,"Sloyd,Tandem AI,OTee",3,"Design Intelligence (CAD),Design Intelligence (CAD),""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Verve VC,"Luminovo,3YOURMIND,Archilyse (bankruptcy in 2023)",3,"Streamlined Supply Chain (SCM),""Factory Futures (MES, IIOT)"",Bleeding Edge BIM (AEC/BIM)",,,,,Individual
Vertex Ventures US,"Tulip Interfaces,Desktop Metal (acquired by Nano Dimension in 2025),Augury",3,"""Factory Futures (MES, IIOT)"",""Adaptive Manufacturing (AM, CAM, CNC)"",""SW+HW=Innovation (Robotics, Drones)""",,,,,
Entrepreneur First,"Tellia,Phasio,Toolkit3D",3,"""Factory Futures (MES, IIOT)"",""Extreme Analysis (CAE, CFD, FEA, QC)"",""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,
Founders,"MecAgent,Womp,Axial Composites",3,"Design Intelligence (CAD),Design Intelligence (CAD),""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,
NVIDIA,"Phaidra,Rescale,Bright Machines",3,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)"",""Extreme Analysis (CAE, CFD, FEA, QC)"",""SW+HW=Innovation (Robotics, Drones)""",,,,,
Angel investors (various individual angels),"AirWorks,Leucine,Fabriom",3,"Bleeding Edge BIM (AEC/BIM),""Factory Futures (MES, IIOT)"",Streamlined Supply Chain (SCM)",,,,,
Angel investor(s),"heatshape,Monumo,Numorpho Cybernetic Systems (NUMO)",3,"""Extreme Analysis (CAE, CFD, FEA, QC)"",Design Intelligence (CAD),""Factory Futures (MES, IIOT)""",,,,,Individual
Next47,"camfer,Built Robotics,Citrine Informatics",3,"Design Intelligence (CAD),""SW+HW=Innovation (Robotics, Drones)"",""Cognitive Thread (PLM, MBSE, DT)""",,,,,
Momenta,"Pico MES,AMESA (formerly Composabl),APERIO",3,"""Factory Futures (MES, IIOT)"",""Factory Futures (MES, IIOT)"",""Factory Futures (MES, IIOT)""",,,,,
Summit Partners,"ChipAgents,Revizto",2,"Design Intelligence (CAD),Bleeding Edge BIM (AEC/BIM)",,,,,Institutional Investors
Sageview Capital,"Uncountable,SpecRight",2,"""Cognitive Thread (PLM, MBSE, DT)"",Streamlined Supply Chain (SCM)",,,"Key Target: Growth Investment, Minor Investor
Target Companies:
Revenues between $10-$50M
VC Raise: less than $50M",Caitlin Vorlicek,Institutional Investors
Blake Courter,"nTop,Shapr3D",2,"Design Intelligence (CAD),Design Intelligence (CAD)",,,,,Individual
ScOp VC,"Ewake,ChipAgents",2,"""SW+HW=Innovation (Robotics, Drones)"",Design Intelligence (CAD)",,,,,Individual
Xpreneurs,"Castor (filed for bankruptcy in 2025),Zephyra",2,"""Factory Futures (MES, IIOT)"",Design Intelligence (CAD)",,,,,Institutional Investors
Project A Ventures,"Quix,ARX Robotics",2,"""Factory Futures (MES, IIOT)"",""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
Innovestor,"Green Factory AI,Make a BIM",2,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)"",Bleeding Edge BIM (AEC/BIM)",,,,,Institutional Investors
Teemu Jokinen,"Quanscient,Make a BIM",2,"""Extreme Analysis (CAE, CFD, FEA, QC)"",Bleeding Edge BIM (AEC/BIM)",,,,,Individual
Human Capital,"Zelos Cloud,Nominal",2,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)"",""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Suffolk Technologies,"Nyfty.ai,AirWorks",2,"Bleeding Edge BIM (AEC/BIM),Bleeding Edge BIM (AEC/BIM)",,,,,Individual
Myriad Venture Partners,"Castor (filed for bankruptcy in 2025),CVector",2,"""Factory Futures (MES, IIOT)"",""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,VC Fund
Monta Vista Capital,"BQP,Track3D",2,"""Extreme Analysis (CAE, CFD, FEA, QC)"",Bleeding Edge BIM (AEC/BIM)",,,,,Institutional Investors
Applied Materials,"PhysicsX,Rescale",2,"""Extreme Analysis (CAE, CFD, FEA, QC)"",""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Vento,"Toolhouse.Build,Poelis",2,"""SW+HW=Innovation (Robotics, Drones)"",Design Intelligence (CAD)",,,,,Institutional Investors
Radius Capital,"PhysicsX,C-Infinity",2,"""Extreme Analysis (CAE, CFD, FEA, QC)"",Design Intelligence (CAD)",,,,,Institutional Investors
Evonik Venture Capital,"Castor (filed for bankruptcy in 2025),Citrine Informatics",2,"""Factory Futures (MES, IIOT)"",""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Chris Schagen,"Quix,DGG - The 3D Pipeline Company",2,"""Factory Futures (MES, IIOT)"",""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
LIBERSET,"ORIS Connect,NexCAD",2,"Bleeding Edge BIM (AEC/BIM),Design Intelligence (CAD)",,,,,Institutional Investors
The Engine,"MorphoAI,Reynko",2,"Design Intelligence (CAD),Design Intelligence (CAD)",,,,,Individual
500 Global,"Toolhouse.Build,Phasio",2,"""SW+HW=Innovation (Robotics, Drones)"",""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
First Momentum Ventures,"Dive CAE,Software Defined Automation",2,"""Extreme Analysis (CAE, CFD, FEA, QC)"",""Factory Futures (MES, IIOT)""",,,,,VC Fund
Glasswing Ventures,"Common Sense Machines,BaseTwo",2,"Design Intelligence (CAD),""Factory Futures (MES, IIOT)""",,,,,VC Fund
TAU Ventures,"Castor (filed for bankruptcy in 2025),Revizto",2,"""Factory Futures (MES, IIOT)"",Bleeding Edge BIM (AEC/BIM)",,,,,VC Fund
Samsung Ventures,"Morphorm,Cusp AI",2,"Design Intelligence (CAD),""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Change Ventures,"Giraffe,Trace.Space",2,"Bleeding Edge BIM (AEC/BIM),""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Hyundai Motor Group,"Morphorm,Cusp AI",2,"Design Intelligence (CAD),""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Kima Ventures,"MecAgent,Aletiq",2,"Design Intelligence (CAD),""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Khosla Ventures,"Vinci 4D,Omnea",2,"""Extreme Analysis (CAE, CFD, FEA, QC)"",Streamlined Supply Chain (SCM)",,,,,VC Fund
StartupLab,"AnkerDB,OTee",2,"Bleeding Edge BIM (AEC/BIM),""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Digital Catapult,"Voxshell,Productive Machines",2,"""Extreme Analysis (CAE, CFD, FEA, QC)"",""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Institutional Investors
TRGR (Technology Readiness Initiative),"Morphorm,Rescale",2,"Design Intelligence (CAD),""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
Hasso Plattner Ventures,"Kenesto,Sablono",2,"Bleeding Edge BIM (AEC/BIM),Bleeding Edge BIM (AEC/BIM)",,,,,VC Fund
Tiferes Ventures,"Morphorm,Cusp AI",2,"Design Intelligence (CAD),""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Zoubin Ghahramani (DeepMind VP Research),"Morphorm,Cusp AI",2,"Design Intelligence (CAD),""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
EASME,"Barbara,Makersite Gmbh",2,"""Factory Futures (MES, IIOT)"",""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Basis Set Ventures,"Morphorm,Cusp AI",2,"Design Intelligence (CAD),""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Giant Ventures,"Morphorm,Cusp AI",2,"Design Intelligence (CAD),""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Victor Riparbelli (Synthesia).,"Morphorm,Cusp AI",2,"Design Intelligence (CAD),""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Panache Ventures,"CoLab,AON3D",2,"""Cognitive Thread (PLM, MBSE, DT)"",""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
Connect Ventures,"Ewake,WorkHero",2,"""SW+HW=Innovation (Robotics, Drones)"",Bleeding Edge BIM (AEC/BIM)",,,,,VC Fund
Touring Capital,"Morphorm,Cusp AI",2,"Design Intelligence (CAD),""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Emergent Ventures,"BQP,UptimeAI",2,"""Extreme Analysis (CAE, CFD, FEA, QC)"",""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,VC Fund
FundersClub,"CoLab,Sight Machine",2,"""Cognitive Thread (PLM, MBSE, DT)"",""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Northzone,"Morphorm,Cusp AI",2,"Design Intelligence (CAD),""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
K5 Global,"Vinci 4D,DigiFabster",2,"""Extreme Analysis (CAE, CFD, FEA, QC)"",""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Individual
Prosus Ventures,"Morphorm,Cusp AI",2,"Design Intelligence (CAD),""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
JLL Spark,"OpenSpace,Reconstruct",2,"Bleeding Edge BIM (AEC/BIM),Bleeding Edge BIM (AEC/BIM)",,,,,Individual
box group,"OpenSpace,Nominal",2,"Bleeding Edge BIM (AEC/BIM),""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Picus Capital,"Tanso,Endra",2,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)"",Bleeding Edge BIM (AEC/BIM)",,,,,Institutional Investors
